NOMOR PARTAI,NAMA PARTAI,NOMOR URUT,NAMA CALEG,JENIS KELAMIN,PEROLEHAN SUARA,COUNTRY CODE,apiVersion,script,id,name,likelyGender,genderScale,score,probabilityCalibrated,PROVINSI,DAERAH PEMILIHAN
5,Partai Persatuan Pembangunan,5,Hj. YURNETI  HUSEIN,,5470,ID,namsor_api_2.0.24,LATIN,3cc0b8b0-2b62-4278-8373-2a2d4b62b964,Hj. YURNETI  HUSEIN,female,0.321283523,5.089373879,0.660641762,,
5,Partai Persatuan Pembangunan,6,"ADE IRFAN PULUNGAN, SH",,1526,ID,namsor_api_2.0.24,LATIN,bb1e56ba-a4e1-410e-9145-9432ca9bc055,"ADE IRFAN PULUNGAN, SH",male,-0.71578629,8.802998615,0.857893145,,
5,Partai Persatuan Pembangunan,7,"Hj. RASMI THAMRIN, BA",,1742,ID,namsor_api_2.0.24,LATIN,b71f02c8-2045-45b1-9b67-b172b33bb35d,"Hj. RASMI THAMRIN, BA",male,-0.239848904,3.689533645,0.619924452,,
5,Partai Persatuan Pembangunan,8,"H. MUHAMMAD THALAL, LC",,1188,ID,namsor_api_2.0.24,LATIN,efc840fd-ba97-40e7-ba65-a40d7aa6c8c8,"H. MUHAMMAD THALAL, LC",male,-0.939585318,13.94522753,0.969792659,,
6,Partai Persatuan Demokrasi Kebangsaan,1,"H. AHMAD HUSEIN, SE",,10859,ID,namsor_api_2.0.24,LATIN,90b776c9-9317-4f8c-93ea-aafacb77c9a0,"H. AHMAD HUSEIN, SE",male,-0.981860253,19.04660628,0.990930127,,
6,Partai Persatuan Demokrasi Kebangsaan,2,TETTY SITI AFIAH SIREGAR,,2340,ID,namsor_api_2.0.24,LATIN,859b59c8-600b-4ac8-9170-7fb7dea2690d,TETTY SITI AFIAH SIREGAR,female,0.993852388,29.46170126,0.996926194,,
6,Partai Persatuan Demokrasi Kebangsaan,3,"MARAZUKI NASUTION , S.Pt",,937,ID,namsor_api_2.0.24,LATIN,c3b8e6d9-ec41-4cd0-ba80-818ceef34d17,"MARAZUKI NASUTION , S.Pt",male,-0.425161935,6.948167085,0.712580968,,
6,Partai Persatuan Demokrasi Kebangsaan,4,MELLY KEMALAWINTA,,1244,ID,namsor_api_2.0.24,LATIN,45746fce-5b13-4a65-a52f-26c1e7ecc1e0,MELLY KEMALAWINTA,female,0.941105726,14.03631142,0.970552863,,
7,Partai Perhimpunan Indonesia Baru,1,Dr. PANDE RADJA SILALAHI,,12087,ID,namsor_api_2.0.24,LATIN,86aba00e-d2aa-4108-8064-cd1c1eccc108,Dr. PANDE RADJA SILALAHI,male,-0.177206714,2.792070094,0.588603357,,
7,Partai Perhimpunan Indonesia Baru,2,"Drs. FO'ERA-ERA HAREFA, MBA, MA",,6400,ID,namsor_api_2.0.24,LATIN,e6ae5a54-5e75-49ff-a53c-bc71b2c41e0d,"Drs. FO'ERA-ERA HAREFA, MBA, MA",male,-0.684110873,8.349851656,0.842055436,,
7,Partai Perhimpunan Indonesia Baru,3,HORAS AM NAIBORHU,,1926,ID,namsor_api_2.0.24,LATIN,0aa8b859-06b0-4def-893f-f69644180d19,HORAS AM NAIBORHU,male,-0.990949672,23.25922331,0.995474836,,
7,Partai Perhimpunan Indonesia Baru,4,Drs. MARIHOT SIAHAAN,,2127,ID,namsor_api_2.0.24,LATIN,f4674739-377d-46fb-b799-19275fe59b06,Drs. MARIHOT SIAHAAN,male,-0.956074278,14.7721205,0.978037139,,
7,Partai Perhimpunan Indonesia Baru,5,Dra. LINCE TAMPUBOLON SIAHAAN,,1260,ID,namsor_api_2.0.24,LATIN,f5ff394f-181d-4b69-a9e6-d3b528750e46,Dra. LINCE TAMPUBOLON SIAHAAN,female,0.736600051,9.275612919,0.868300026,,
8,Partai Nasional Banteng Kemerdekaan,1,"JOSUA H NAPITUPULU, SE, MM",,5789,ID,namsor_api_2.0.24,LATIN,745ae19f-7e77-41f6-aeb5-df92ee2ee3ac,"JOSUA H NAPITUPULU, SE, MM",male,-0.976041517,17.48466476,0.988020759,,
8,Partai Nasional Banteng Kemerdekaan,2,"Dr. SAHALA P. SIAHAAN, MBUS",,2717,ID,namsor_api_2.0.24,LATIN,89d0a396-da2e-4ebb-a1e6-97337f722f1c,"Dr. SAHALA P. SIAHAAN, MBUS",male,-0.911532911,12.28274606,0.955766456,,
8,Partai Nasional Banteng Kemerdekaan,3,"TOROZATOLO MENDROFA, SH",,2989,ID,namsor_api_2.0.24,LATIN,07704b86-380e-4511-bf4c-6fc05dcd7472,"TOROZATOLO MENDROFA, SH",male,-0.698681639,8.533319414,0.84934082,,
8,Partai Nasional Banteng Kemerdekaan,4,Ir. J. SIMANJUNTAK,,1273,ID,namsor_api_2.0.24,LATIN,a96eac76-a07b-44a8-8ac5-cd9e016f0a48,Ir. J. SIMANJUNTAK,male,-0.727898766,9.0504132,0.863949383,,
8,Partai Nasional Banteng Kemerdekaan,5,Dra. LAMORA HARAHAP,,770,ID,namsor_api_2.0.24,LATIN,a6d9c986-4e89-499e-bf48-2b38fe5d5a0e,Dra. LAMORA HARAHAP,female,0.87482678,11.21453368,0.93741339,,
9,Partai Demokrat,1,Drs. SAIDI BUTAR BUTAR,,11843,ID,namsor_api_2.0.24,LATIN,fd2355aa-6be3-4ddf-94e6-d1cd38cb6ce3,Drs. SAIDI BUTAR BUTAR,male,-0.985223585,20.05749213,0.992611792,,
9,Partai Demokrat,2,Drs. IRFAN ARYA,,10781,ID,namsor_api_2.0.24,LATIN,eecab4c3-08c0-4529-b128-04b07327f649,Drs. IRFAN ARYA,male,-0.99154892,24.79678025,0.99577446,,
9,Partai Demokrat,3,"HANATI NAZARA, SH",,14559,ID,namsor_api_2.0.24,LATIN,f69f0ac0-ae37-4001-ab56-6340388ae7aa,"HANATI NAZARA, SH",female,0.229911439,3.506997288,0.614955719,,
9,Partai Demokrat,4,Ir. KARDI MIKAEL HS,,1807,ID,namsor_api_2.0.24,LATIN,9540b7c9-54f2-4ed0-914c-f3c795fc3a72,Ir. KARDI MIKAEL HS,male,-0.971340905,16.55026562,0.985670453,,
9,Partai Demokrat,5,Drs. H. ISMET MAHIR,,1459,ID,namsor_api_2.0.24,LATIN,0025621d-b472-4262-b317-7e59eea2f25a,Drs. H. ISMET MAHIR,male,-0.957401657,14.87349771,0.978700829,,
9,Partai Demokrat,6,Drs. H. M. SYAKIRUN LUBIS,,2143,ID,namsor_api_2.0.24,LATIN,115dffed-c925-48f7-a5f9-2ee39d0633bf,Drs. H. M. SYAKIRUN LUBIS,male,-0.93056903,13.08099839,0.965284515,,
9,Partai Demokrat,7,HUSNI RIANDI,,913,ID,namsor_api_2.0.24,LATIN,887de44c-b540-4dc9-bea7-22b7ffbc3260,HUSNI RIANDI,male,-0.396091902,6.027885911,0.698045951,,
9,Partai Demokrat,8,"FREDDY SIAHAAN, SE",,1183,ID,namsor_api_2.0.24,LATIN,7df80cc3-f7af-43d5-a775-52e4380a4907,"FREDDY SIAHAAN, SE",male,-0.991235003,23.72734322,0.995617501,,
9,Partai Demokrat,9,OTMAN B. SIREGAR,,1774,ID,namsor_api_2.0.24,LATIN,c0cc71b3-feac-4271-97bd-b592c8024ebc,OTMAN B. SIREGAR,male,-0.98927212,21.75706015,0.99463606,,
10,Partai Keadilan dan Persatuan Indonesia,1,"HUALA SIREGAR, SH",,9287,ID,namsor_api_2.0.24,LATIN,08a29ec2-a191-491c-9381-130becd9e891,"HUALA SIREGAR, SH",male,-0.858481456,10.95400888,0.929240728,,
10,Partai Keadilan dan Persatuan Indonesia,2,TOMSIR SIBURIAN,,3266,ID,namsor_api_2.0.24,LATIN,9ea27217-9c3c-43a6-b56f-7de3f48da88f,TOMSIR SIBURIAN,male,-0.954362487,14.65493513,0.977181243,,
10,Partai Keadilan dan Persatuan Indonesia,3,"DEWI LEYLA ELVIERA SIHITE, S.Pd",,1178,ID,namsor_api_2.0.24,LATIN,d92bdd7d-f1c9-4d4b-8516-3bd49ec61523,"DEWI LEYLA ELVIERA SIHITE, S.Pd",male,-0.257091265,3.962049736,0.628545633,,
11,Partai Penegak Demokrasi Indonesia,1,Ir. MARTHIN H.P. SIREGAR,,4352,ID,namsor_api_2.0.24,LATIN,c423e9c4-6af2-4d5c-b2b8-b9b3c7c3368c,Ir. MARTHIN H.P. SIREGAR,male,-0.12028151,2.283371651,0.560140755,,
11,Partai Penegak Demokrasi Indonesia,2,"Dra. Hj. ARIS MIYATI NASUTION, MA",,1224,ID,namsor_api_2.0.24,LATIN,e936b960-75eb-4852-b341-b68695407455,"Dra. Hj. ARIS MIYATI NASUTION, MA",male,-0.482187883,7.148598807,0.741093942,,
11,Partai Penegak Demokrasi Indonesia,3,ASMAN AGUS SALIM,,709,ID,namsor_api_2.0.24,LATIN,780a4c77-dcdc-4870-97a9-80f9f332250d,ASMAN AGUS SALIM,male,-0.965826138,15.73433799,0.982913069,,
11,Partai Penegak Demokrasi Indonesia,4,HILDA ANITA AGUSTINA,,474,ID,namsor_api_2.0.24,LATIN,517fbbc5-cc48-4b9a-bfa0-10473015a8b0,HILDA ANITA AGUSTINA,female,0.993904743,36.04859694,0.996952371,,
12,Partai Persatuan Nahdlatul Ummah Indonesia,1,"H. ZAINI MUSA LUBIS, SE",,3960,ID,namsor_api_2.0.24,LATIN,429ad6b5-5e05-4a5f-8180-c5b4b18f546a,"H. ZAINI MUSA LUBIS, SE",male,-0.934581769,13.37875676,0.967290885,,
12,Partai Persatuan Nahdlatul Ummah Indonesia,2,M. YASKURI BATUBARA,,1032,ID,namsor_api_2.0.24,LATIN,e3a04755-2ee2-4e09-819b-90bb7b0165ef,M. YASKURI BATUBARA,male,-0.145317355,2.480675687,0.572658677,,
12,Partai Persatuan Nahdlatul Ummah Indonesia,3,"Hj. HANISYAH FAHMI, SS",,964,ID,namsor_api_2.0.24,LATIN,6077e9d4-360b-4629-aaac-1f2552b5f68c,"Hj. HANISYAH FAHMI, SS",male,-0.65919773,8.097825121,0.829598865,,
13,Partai Amanat Nasional,1,"Ir. AKMALDIN NOOR, MBA",,11168,ID,namsor_api_2.0.24,LATIN,73febd76-5efa-47f4-8bd5-7f0b4c152ad6,"Ir. AKMALDIN NOOR, MBA",male,-0.694363706,8.47535752,0.847181853,,
13,Partai Amanat Nasional,2,Drs. ARNOLD BUDIMAN HUTASOIT,,3629,ID,namsor_api_2.0.24,LATIN,0f836546-4e05-451f-a0bc-a2c20d2121c4,Drs. ARNOLD BUDIMAN HUTASOIT,male,-0.993877312,30.10735878,0.996938656,,
13,Partai Amanat Nasional,3,"ARIF ABDI HARAHAP, SH, MH, MM",,3323,ID,namsor_api_2.0.24,LATIN,c5835e81-ec3c-4312-9a97-793000a759b8,"ARIF ABDI HARAHAP, SH, MH, MM",male,-0.99109427,23.46925801,0.995547135,,
13,Partai Amanat Nasional,4,Dr. H. AHMAD SANOESI TAMBUNAN,,2891,ID,namsor_api_2.0.24,LATIN,3b7e0200-c056-416b-93fb-d69599823f4f,Dr. H. AHMAD SANOESI TAMBUNAN,male,-0.403805573,6.202002708,0.701902786,,
13,Partai Amanat Nasional,5,Drs. H. SOFYAN SIAMBATON,,2168,ID,namsor_api_2.0.24,LATIN,bcfcdfda-a914-47bc-8e7e-182d8bd60089,Drs. H. SOFYAN SIAMBATON,male,-0.986728966,20.82646671,0.993364483,,
13,Partai Amanat Nasional,6,"NISMA R, S.Ag",,997,ID,namsor_api_2.0.24,LATIN,24f84827-a0e6-41c2-bd80-ccd8c539cf8a,"NISMA R, S.Ag",male,-0.295602536,4.898717334,0.647801268,,
13,Partai Amanat Nasional,7,Drs. ARMYN GULTOM,,707,ID,namsor_api_2.0.24,LATIN,bc8e7e44-d8fc-41eb-8581-b7959df56ed7,Drs. ARMYN GULTOM,male,-0.968892367,16.10557935,0.984446183,,
13,Partai Amanat Nasional,8,Drs. AMARULLAH NASUTION,,1510,ID,namsor_api_2.0.24,LATIN,ec3ccdba-17b1-4f66-9b05-d989c785ba87,Drs. AMARULLAH NASUTION,male,-0.961229425,15.24119573,0.980614712,,
13,Partai Amanat Nasional,9,"ANWARSYAH, SH",,551,ID,namsor_api_2.0.24,LATIN,09cbf120-18b2-4a8a-b8be-1948364b488f,"ANWARSYAH, SH",male,-0.620887623,7.80319338,0.810443812,,
13,Partai Amanat Nasional,10,ZURAIDA NASUTION HAKIM,,564,ID,namsor_api_2.0.24,LATIN,874e27b2-1c94-449b-8173-d6102d28e5af,ZURAIDA NASUTION HAKIM,female,0.982747046,19.42482322,0.991373523,,
14,Partai Karya Peduli Bangsa,1,ELON TIMBUL BILLY GRAHAM,,5138,ID,namsor_api_2.0.24,LATIN,162f1e04-30b0-4357-8ebd-1e9128c878a6,ELON TIMBUL BILLY GRAHAM,male,-0.875614524,11.2289805,0.937807262,,
14,Partai Karya Peduli Bangsa,2,HANNA RACHMAWATI SIMORANGKIR,,1819,ID,namsor_api_2.0.24,LATIN,30078a9a-b046-49d9-9fee-5f403418e387,HANNA RACHMAWATI SIMORANGKIR,female,0.991386503,24.10857403,0.995693252,,
14,Partai Karya Peduli Bangsa,3,DJASOLO NAINGGOLAN LUMBAN RADJA,,718,ID,namsor_api_2.0.24,LATIN,8269f7a9-5884-446d-9df5-12bd0cc3b354,DJASOLO NAINGGOLAN LUMBAN RADJA,male,-0.39766022,6.060925982,0.69883011,,
14,Partai Karya Peduli Bangsa,4,RUBEN R. SITOMPUL,,778,ID,namsor_api_2.0.24,LATIN,b86489e6-f028-404d-a125-fb01dbdcbf5e,RUBEN R. SITOMPUL,male,-0.986499999,20.66429477,0.99325,,
14,Partai Karya Peduli Bangsa,5,TENGKU AMINOVA ISKANDAR,,671,ID,namsor_api_2.0.24,LATIN,bef83078-060a-4e8d-91ca-e19a8070ca17,TENGKU AMINOVA ISKANDAR,female,0.223103167,3.385939578,0.611551584,,
14,Partai Karya Peduli Bangsa,6,DRA. DEDEH KURNIASARI,,664,ID,namsor_api_2.0.24,LATIN,6a9c4b36-7a80-4da2-b588-faecb02c2428,DRA. DEDEH KURNIASARI,female,0.744417909,9.532984839,0.872208955,,
15,Partai Kebangkitan Bangsa,1,"H. ARIS AZHARI SIAGIAN, SH",,8280,ID,namsor_api_2.0.24,LATIN,184d979d-b8dd-40a0-9969-df73e6921020,"H. ARIS AZHARI SIAGIAN, SH",male,-0.951299886,14.47441486,0.975649943,,
15,Partai Kebangkitan Bangsa,2,"DUMOLI SIAHAAN, SH",,3461,ID,namsor_api_2.0.24,LATIN,9409cb0d-6689-4ef6-8675-03d664666440,"DUMOLI SIAHAAN, SH",male,-0.944330632,14.15534472,0.972165316,,
15,Partai Kebangkitan Bangsa,3,"SUGENG YULIONO, S.Pd",,923,ID,namsor_api_2.0.24,LATIN,770e7020-9960-44a7-8163-63409a5eebe7,"SUGENG YULIONO, S.Pd",male,-0.980458399,18.59256105,0.990229199,,
15,Partai Kebangkitan Bangsa,4,Dra. BERNA SIANIPAR,,683,ID,namsor_api_2.0.24,LATIN,6cfbeea8-4283-477c-93b5-ac6c4f3cc281,Dra. BERNA SIANIPAR,female,0.414780217,6.517190282,0.707390108,,
15,Partai Kebangkitan Bangsa,5,AMINAH JUWITA,,604,ID,namsor_api_2.0.24,LATIN,7cdcd0af-ddf3-43f3-b633-914037f3f765,AMINAH JUWITA,female,0.980731061,18.66618859,0.99036553,,
15,Partai Kebangkitan Bangsa,6,LARASWATI,,309,ID,namsor_api_2.0.24,LATIN,cd088880-734b-49e5-a13a-35e83b99db63,LARASWATI,female,0.965497694,15.70165856,0.982748847,,
16,Partai Keadiian Sejahtera,1,"H. ISKAN QOLBA LUBIS, Lc, MA",,18299,ID,namsor_api_2.0.24,LATIN,ef78f5c2-1390-4506-bd12-89672988461e,"H. ISKAN QOLBA LUBIS, Lc, MA",male,-0.415932877,6.556858389,0.707966439,,
16,Partai Keadiian Sejahtera,2,"AKHYAR ELDINE, SE",,2575,ID,namsor_api_2.0.24,LATIN,35cdf25f-059a-47eb-88e6-21b4e19cfbd9,"AKHYAR ELDINE, SE",male,-0.365544729,5.536828606,0.682772365,,
16,Partai Keadiian Sejahtera,3,"DOLI GUNAWANSYAH HARAHAP, S.Sos",,1767,ID,namsor_api_2.0.24,LATIN,33284896-3670-401c-8795-cb64959673c8,"DOLI GUNAWANSYAH HARAHAP, S.Sos",male,-0.584134694,7.584161167,0.792067347,,
16,Partai Keadiian Sejahtera,4,"Ir. NUR INDAH HARAHAP, S.Si",,2994,ID,namsor_api_2.0.24,LATIN,f53edb56-f999-4a5f-8cfc-893a8ecb1f74,"Ir. NUR INDAH HARAHAP, S.Si",male,-0.806910879,10.409573,0.903455439,,
16,Partai Keadiian Sejahtera,5,MIRZA SORI MUDA NASUTION,,1390,ID,namsor_api_2.0.24,LATIN,31812195-e154-4691-95c7-569247ec6ff8,MIRZA SORI MUDA NASUTION,male,-0.026026062,1.297399193,0.513013031,,
16,Partai Keadiian Sejahtera,6,S. NUR DINI ISHBARIYAH,,759,ID,namsor_api_2.0.24,LATIN,34be7a1f-23e9-4d20-b369-ff23d46b1592,S. NUR DINI ISHBARIYAH,female,0.288957442,4.804785951,0.644478721,,
16,Partai Keadiian Sejahtera,7,PORKAS HALOMOAN RANGKUTI,,426,ID,namsor_api_2.0.24,LATIN,738ddf05-0698-4544-a4d8-f2503b8b9ffe,PORKAS HALOMOAN RANGKUTI,male,-0.860867054,10.98805612,0.930433527,,
17,Partai Bintang Reformasi,1,H. NASARUDDIN PASARIBU,,14115,ID,namsor_api_2.0.24,LATIN,189c5812-287e-41a1-a3d3-512d06b1b7fc,H. NASARUDDIN PASARIBU,male,-0.938701812,13.81898504,0.969350906,,
17,Partai Bintang Reformasi,2,MARSDA TN I (Purn) H. BACHRUM,,4771,ID,namsor_api_2.0.24,LATIN,c48d0e0e-dc0b-4087-a065-b25a3ae34384,MARSDA TN I (Purn) H. BACHRUM,male,-0.690526864,8.426528445,0.845263432,,
17,Partai Bintang Reformasi,3,Dr. H. FAISAL,,4711,ID,namsor_api_2.0.24,LATIN,e844f93f-f08a-43b4-ae4a-62c4ba0bd3dc,Dr. H. FAISAL,male,-0.407408297,6.29497543,0.703704148,,
17,Partai Bintang Reformasi,4,LAHMUDIN HASIBUAN,,5674,ID,namsor_api_2.0.24,LATIN,17163005-5362-4466-b6e9-1886e1c7c359,LAHMUDIN HASIBUAN,male,-0.390747303,5.922810704,0.695373652,,
17,Partai Bintang Reformasi,5,Dra. MASNILAM,,1393,ID,namsor_api_2.0.24,LATIN,f99f239e-c365-4fbd-add0-49b85b4169e7,Dra. MASNILAM,female,0.3095801,4.998021641,0.65479005,,
18,Partai Demokrasi Indonesia Perjuangan,1,"TRIMEDYA PANJAITAN, SH",,21653,ID,namsor_api_2.0.24,LATIN,47d36d6f-c343-420e-a0f3-b48b9aec219c,"TRIMEDYA PANJAITAN, SH",male,-0.75029461,9.782261933,0.875147305,,
18,Partai Demokrasi Indonesia Perjuangan,2,"FIRMAN JAYA DAELY, SH",,40225,ID,namsor_api_2.0.24,LATIN,a9d2d881-c1fb-4f63-b906-c06442693fe7,"FIRMAN JAYA DAELY, SH",male,-0.383057206,5.788621501,0.691528603,,
18,Partai Demokrasi Indonesia Perjuangan,3,Hj. IRMA HUTABARAT,,15056,ID,namsor_api_2.0.24,LATIN,88d900ce-618a-43b0-a082-0d39267ae654,Hj. IRMA HUTABARAT,female,0.855965912,10.91932,0.927982956,,
18,Partai Demokrasi Indonesia Perjuangan,4,R. TIMBUL TAMPUBOLON,,9062,ID,namsor_api_2.0.24,LATIN,1b8d09a9-91b5-4b52-846c-887e3bf300f2,R. TIMBUL TAMPUBOLON,male,-0.750943438,9.814016154,0.875471719,,
18,Partai Demokrasi Indonesia Perjuangan,5,Ir. EDWAR SIHOMBING,,6015,ID,namsor_api_2.0.24,LATIN,7964220c-1235-447f-b36a-ae202da6902f,Ir. EDWAR SIHOMBING,male,-0.97351608,16.98755238,0.98675804,,
18,Partai Demokrasi Indonesia Perjuangan,6,RICKY NAPITUPULU MBA,,3756,ID,namsor_api_2.0.24,LATIN,b487a7ba-8846-4338-adf2-29afa7ac73ab,RICKY NAPITUPULU MBA,male,-0.783033563,10.23194034,0.891516782,,
18,Partai Demokrasi Indonesia Perjuangan,7,DR. Drs. ELIAS LUMBAN TOBING,,10241,ID,namsor_api_2.0.24,LATIN,f38fc118-7678-4427-b857-44b34adfdf63,DR. Drs. ELIAS LUMBAN TOBING,male,-0.401524332,6.147293988,0.700762166,,
18,Partai Demokrasi Indonesia Perjuangan,8,SRI MASTUTI,,5153,ID,namsor_api_2.0.24,LATIN,445446ba-0565-49db-baaa-d8067808e420,SRI MASTUTI,female,0.93896378,13.85478388,0.96948189,,
18,Partai Demokrasi Indonesia Perjuangan,9,"BERNARD NAINGGOLAN, SH",,3612,ID,namsor_api_2.0.24,LATIN,bebfcbfc-1ec9-478d-8a2b-d9191819cd42,"BERNARD NAINGGOLAN, SH",male,-0.965649643,15.71664458,0.982824822,,
18,Partai Demokrasi Indonesia Perjuangan,10,Dra. DEDE AGUSTINA NAIBAHO,,1646,ID,namsor_api_2.0.24,LATIN,9e4bec5e-c844-4972-ab02-9ebca2f98af4,Dra. DEDE AGUSTINA NAIBAHO,female,0.870913284,11.14570228,0.935456642,,
19,Partai Damal Sejahtera,1,"RUFINUS SIANTURI, SH, MH",,25834,ID,namsor_api_2.0.24,LATIN,59d25adf-ffd8-4253-8608-b1bbcee253c4,"RUFINUS SIANTURI, SH, MH",male,-0.747255083,9.645616483,0.873627541,,
19,Partai Damal Sejahtera,2,Drs. ARISMAN ZAGOTO,,21611,ID,namsor_api_2.0.24,LATIN,4bc9044c-4c04-493d-ac77-52ae54e3b985,Drs. ARISMAN ZAGOTO,male,-0.973190178,16.9382385,0.986595089,,
19,Partai Damal Sejahtera,3,ELIZABETH LIESTRIANA MANGUNSONG,,6993,ID,namsor_api_2.0.24,LATIN,3ee76fdb-0f5a-4aff-b333-ec705f6e72bb,ELIZABETH LIESTRIANA MANGUNSONG,female,0.991245636,23.74984266,0.995622818,,
19,Partai Damal Sejahtera,4,TUMPAL SIMORANGKIR,,6245,ID,namsor_api_2.0.24,LATIN,e898cf82-f284-49c7-8f55-874ec19c25da,TUMPAL SIMORANGKIR,male,-0.72634276,9.014988295,0.86317138,,
19,Partai Damal Sejahtera,5,"JERNIHAMAN GULO, S.Sos",,1803,ID,namsor_api_2.0.24,LATIN,0b6153f6-fa49-4a07-9145-bb9c528c702f,"JERNIHAMAN GULO, S.Sos",male,-0.98244832,19.32245106,0.99122416,,
19,Partai Damal Sejahtera,6,"NATHALINA NAIBAHO, SH",,5348,ID,namsor_api_2.0.24,LATIN,8d4fae50-212c-4a7e-bfeb-a2a9095e767a,"NATHALINA NAIBAHO, SH",male,-0.110935048,2.205715278,0.555467524,,
20,Partai Golongan Karya,1,"RAMBE KAMARUL ZAMAN, M.SC",,59804,ID,namsor_api_2.0.24,LATIN,fd30babf-a4f8-4282-a6b3-c87d339ce340,"RAMBE KAMARUL ZAMAN, M.SC",male,-0.941699261,14.05718183,0.970849631,,
20,Partai Golongan Karya,2,Drs. M. SYARFI HUTAURUK,,31012,ID,namsor_api_2.0.24,LATIN,e2747ab0-a586-4065-abb3-5bd49aa91144,Drs. M. SYARFI HUTAURUK,male,-0.940596824,14.01875742,0.970298412,,
20,Partai Golongan Karya,3,"LAWRENCE T.P. SIBURIAN, SH, MH",,36009,ID,namsor_api_2.0.24,LATIN,d1f3f04c-3bb2-427d-bbf5-9dad6509256e,"LAWRENCE T.P. SIBURIAN, SH, MH",male,-0.970684266,16.41034827,0.985342133,,
20,Partai Golongan Karya,4,"ZULFIDA RANGKUTI, BA",,13646,ID,namsor_api_2.0.24,LATIN,8c362e68-24ce-49f6-9f4e-770cc0ce9932,"ZULFIDA RANGKUTI, BA",female,0.211867721,3.211953988,0.605933861,,
20,Partai Golongan Karya,5,R. A. PIA FERIASTI S. MEGANANDA,,22487,ID,namsor_api_2.0.24,LATIN,e0285238-2c13-4958-9a9a-6f6df16477d6,R. A. PIA FERIASTI S. MEGANANDA,female,0.008610272,0.297493552,0.504305136,,
20,Partai Golongan Karya,6,Drs. BAHARUDDIN ARITONANG,,11778,ID,namsor_api_2.0.24,LATIN,737cfac4-482a-4fe7-b517-c38c3ef972f8,Drs. BAHARUDDIN ARITONANG,male,-0.990493675,22.79083441,0.995246837,,
20,Partai Golongan Karya,7,"ARKIAN ZEBUA, SE, M.SI",,14149,ID,namsor_api_2.0.24,LATIN,4ee165ac-d18a-45b5-b23c-c2611ce0df76,"ARKIAN ZEBUA, SE, M.SI",male,-0.852111766,10.86840183,0.926055883,,
20,Partai Golongan Karya,8,"SAMSIR RAMBE, BSC",,6147,ID,namsor_api_2.0.24,LATIN,1ccb7d1e-367d-4e1a-9793-3245e2792714,"SAMSIR RAMBE, BSC",male,-0.754641116,10.01719703,0.877320558,,
20,Partai Golongan Karya,9,PONTAS PARDEDE,,8095,ID,namsor_api_2.0.24,LATIN,542a7b0d-7496-4039-a6cd-90687d8fdf02,PONTAS PARDEDE,male,-0.937662885,13.68842849,0.968831442,,
20,Partai Golongan Karya,10,"HJ. DWIE RIA WENNY, S.N, BA",,4937,ID,namsor_api_2.0.24,LATIN,9c9a32a6-1b8f-4516-9f61-3516c5a3cb92,"HJ. DWIE RIA WENNY, S.N, BA",male,-0.203022239,3.092282129,0.60151112,,
20,Partai Golongan Karya,11,H.A. RAHMAN PASARIBU,,4844,ID,namsor_api_2.0.24,LATIN,185500cf-c1af-422e-969e-74e87a8f4f96,H.A. RAHMAN PASARIBU,male,-0.983384466,19.55341648,0.991692233,,
21,Partai Patriot Pancasila,1,SAMUEL MT SIANTURI,,7508,ID,namsor_api_2.0.24,LATIN,fcc9786e-d25c-406f-8851-5a77e16d2e86,SAMUEL MT SIANTURI,male,-0.973997085,17.06508976,0.986998542,,
21,Partai Patriot Pancasila,2,"MANGARA TUA P. GULTOM, SH",,2477,ID,namsor_api_2.0.24,LATIN,7b438764-e765-4f2c-9352-9cb396048aaa,"MANGARA TUA P. GULTOM, SH",male,-0.846087414,10.79366806,0.923043707,,
21,Partai Patriot Pancasila,3,SABAM MARULI SIMANGUNSONG,,1373,ID,namsor_api_2.0.24,LATIN,8293cb9a-b5e5-4e2a-af18-5810f1552014,SABAM MARULI SIMANGUNSONG,male,-0.660607353,8.110511044,0.830303677,,
22,Partai Sarikat Indonesia,1,"ANTON JAHEMAT LUMBAN GAOL, SH",,5256,ID,namsor_api_2.0.24,LATIN,bd6e8528-9783-4df2-90cc-023aa2800e91,"ANTON JAHEMAT LUMBAN GAOL, SH",male,-0.938878547,13.84299527,0.969439273,,
22,Partai Sarikat Indonesia,2,Dra. Hj. NURBAITI PADA MULIA LUBIS.,,3255,ID,namsor_api_2.0.24,LATIN,7905b6e6-f1b5-4db9-8594-b9b9e2fb83b1,Dra. Hj. NURBAITI PADA MULIA LUBIS.,female,0.977297042,17.87054692,0.988648521,,
22,Partai Sarikat Indonesia,3,"Dr. DHARMAYUWATI PANE, MA",,642,ID,namsor_api_2.0.24,LATIN,ee2cb3b3-a27c-4de8-bf42-9140a619b11f,"Dr. DHARMAYUWATI PANE, MA",male,-0.199926094,3.05330986,0.599963047,,
22,Partai Sarikat Indonesia,4,JOHN PAUL PANGIHUTAN PASARIBU,,619,ID,namsor_api_2.0.24,LATIN,2c12c351-7526-4dd1-9206-609f4b6d7f61,JOHN PAUL PANGIHUTAN PASARIBU,male,-0.993904815,38.22530496,0.996952408,,
